01:43:44	7
01:43:44	7
01:43:45	7
01:43:46	7
01:43:47	7
01:43:48	7
01:43:49	7
01:43:50	7
01:43:51	7
01:43:52	7
01:43:53	7
01:43:54	7
01:43:55	7
01:43:56	7
01:43:57	7
01:43:57	7
01:43:58	7
01:43:59	7
01:44:00	7
01:44:01	7
01:44:02	7
01:44:03	7
01:44:04	7
01:44:05	7
01:44:06	7
01:44:07	7
01:44:08	7
01:44:09	7
01:44:10	7
01:44:10	7
01:44:11	7
01:44:12	7
01:44:13	7
01:44:14	7
01:44:15	7
01:44:16	7
01:44:17	7
01:44:18	7
01:44:19	7
01:44:20	7
01:44:21	7
01:44:22	7
01:44:23	7
01:44:23	7
01:44:24	7
01:44:25	7
01:44:26	7
01:44:27	7
01:44:28	7
01:44:29	7
01:44:30	7
01:44:31	7
01:44:32	7
01:44:33	7
01:44:34	7
01:44:35	7
01:44:36	7
01:44:37	7
01:44:38	7
01:44:39	7
